accommodates,bathrooms,bedrooms,review_scores_checkin,review_scores_communication,latitude,longitude,property_type_0,property_type_1,property_type_2,property_type_3,property_type_4,property_type_5,room_type_0,room_type_1,room_type_2,bed_type_0,bed_type_1,bed_type_2,bed_type_3,bed_type_4,beds,review_scores_value,host_listing_count,review_scores_cleanliness,review_scores_accuracy,minimum_nights,price
2,1.0,0.0,10.0,10.0,40.77472318,-73.9489735,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,1,4.0,10.0,2,145
2,1.0,0.0,10.0,10.0,40.71635913,-73.95985693,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,150
2,1.0,1.0,7.0,9.0,40.6475818,-73.96627053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,7.0,10.0,2,80
3,1.0,1.0,10.0,10.0,40.71660205,-73.9987038,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,9.0,9.0,3,140
2,1.0,1.0,10.0,9.0,40.7765693,-73.98252978,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,2,10.0,9.0,1,140
1,1.0,1.0,10.0,10.0,40.7086513,-73.95404864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,3,80
1,1.0,1.0,9.0,8.0,40.76723016,-73.95509761,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,1,7.0,8.0,2,125
2,1.0,1.0,9.0,10.0,40.71467586,-73.98713466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,7,9.0,9.0,1,90
2,1.0,1.0,10.0,10.0,40.72107484,-73.95953496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,2,73
2,1.0,1.0,10.0,10.0,40.71733346,-73.94119469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,3,9.0,10.0,2,80
4,1.0,1.0,10.0,10.0,40.74986438,-73.94151148,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,2,190
2,1.0,1.0,10.0,9.0,40.64874758,-73.93259019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,1,7.0,8.0,3,58
2,1.0,1.0,10.0,10.0,40.79994186,-73.97093935,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,400
7,1.0,2.0,10.0,10.0,40.71792325,-73.96229324,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,9.0,1,10.0,10.0,5,295
4,1.0,1.0,9.0,10.0,40.71962563,-73.9885214,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,2,8.0,9.0,3,179
4,1.5,2.0,7.0,8.0,40.70848361,-74.00116674,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,1,6.0,7.0,1,300
4,2.0,2.0,10.0,10.0,40.77956132,-73.94984498,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,9.0,9.0,7,350
2,1.0,1.0,10.0,10.0,40.76503064,-73.96248322,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,9.0,10.0,4,125
3,1.0,1.0,4.0,6.0,40.72139392,-73.98440847,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,1,2.0,6.0,5,110
1,1.0,1.0,10.0,10.0,40.75734469,-73.91896274,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,9.0,10.0,3,75
4,2.0,1.0,10.0,10.0,40.71861141,-74.01596926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,9.0,9.0,3,500
4,1.0,0.0,8.0,9.0,40.79515637,-73.96118643,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,2,8.0,8.0,1,125
2,1.0,0.0,10.0,10.0,40.78094057,-73.97529882,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,149
3,1.0,0.0,10.0,10.0,40.73250057,-73.99032174,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,10.0,10.0,2,197
4,2.0,1.0,9.0,8.0,40.71506817,-73.95064966,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,9,7.0,9.0,1,85
4,1.0,1.0,10.0,10.0,40.58310587,-73.94044349,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,2,9.0,9.0,2,75
2,1.0,1.0,10.0,10.0,40.69134153,-73.99115348,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,2,10.0,10.0,1,115
2,1.0,0.0,10.0,9.0,40.78233533,-73.9494404,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,10.0,10.0,1,145
4,1.0,2.0,10.0,10.0,40.71916098,-73.98615374,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,2,9.0,10.0,2,200
1,1.0,1.0,10.0,10.0,40.67356593,-73.9733754,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,3,130
3,2.0,2.0,10.0,10.0,40.72029247,-73.95592102,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,1,10.0,10.0,1,225
4,2.0,2.0,10.0,10.0,40.74132796,-73.95673751,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,1,6.0,10.0,2,450
1,1.0,1.0,8.0,9.0,40.71751057,-73.98451222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,4,8.0,9.0,2,69
4,2.0,2.0,10.0,10.0,40.71207931,-73.96380399,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,1,10.0,10.0,1,335
3,1.0,1.0,10.0,10.0,40.71511048,-73.98916532,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,2,8.0,8.0,3,110
2,1.0,1.0,9.0,10.0,40.79398267,-73.97428251,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,10.0,3,135
3,1.0,1.0,10.0,10.0,40.73929719,-74.00175995,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,10.0,10.0,1,199
4,1.0,2.0,10.0,10.0,40.716271,-73.98960734,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,2,9.0,9.0,4,140
8,1.0,2.0,10.0,9.0,40.68829014,-73.96449973,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,7,9.0,9.0,1,199
2,1.0,1.0,10.0,10.0,40.69232666,-73.99383545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,1,9.0,10.0,2,100
2,1.0,1.0,10.0,10.0,40.68861035,-73.96250804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2,9.0,9.0,2,80
1,1.0,1.0,8.0,9.0,40.76212909,-73.96230472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,2,10.0,10.0,2,115
4,1.0,2.0,10.0,10.0,40.76153455,-73.92459317,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,9.0,9.0,2,175
2,1.0,1.0,10.0,10.0,40.71900348,-73.98410723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,3,10.0,10.0,1,120
2,1.0,1.0,10.0,9.0,40.72613335,-73.98213886,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1,8.0,9.0,1,80
3,1.0,1.0,10.0,10.0,40.71748771,-73.95652092,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,9.0,9.0,3,155
2,1.0,1.0,10.0,10.0,40.7987765,-73.96121122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,1050
2,1.0,1.0,10.0,10.0,40.6768487,-74.00580749,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,2,10.0,10.0,3,100
2,1.5,1.0,10.0,10.0,40.68524517,-73.95956929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,9.0,9.0,1,105
4,1.0,1.0,10.0,10.0,40.70797453,-74.01693367,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,1,10.0,10.0,3,175
3,1.0,1.0,10.0,10.0,40.71610933,-73.94785734,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,9.0,9.0,1,250
4,1.0,1.0,9.0,10.0,40.61826921,-74.02453484,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,3,10.0,9.0,1,85
6,1.0,2.0,10.0,10.0,40.79092774,-73.96678097,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,1,9.0,9.0,3,400
2,1.0,0.0,8.0,5.0,40.78524251,-73.97395147,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1,6.0,8.0,5,129
2,1.0,1.0,10.0,10.0,40.68331268,-73.99254341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1,9.0,9.0,1,145
2,1.0,1.0,10.0,10.0,40.72485964,-73.97907655,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,150
4,1.0,1.0,10.0,10.0,40.66576448,-73.98040116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,1,159
2,1.0,1.0,10.0,10.0,40.75152678,-74.00255434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,2,140
2,1.0,1.0,10.0,10.0,40.78520888,-73.9548917,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,1,8.0,9.0,3,200
4,1.0,1.0,10.0,9.0,40.73913701,-73.92587308,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,1,10.0,10.0,1,135
3,1.0,0.0,10.0,10.0,40.7315496,-73.86451042,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,1,90
2,1.0,1.0,10.0,9.0,40.72830479,-73.98004979,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2,9.0,10.0,2,145
2,1.0,1.0,9.0,10.0,40.72763732,-73.97948764,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,4,90
5,1.0,2.0,10.0,10.0,40.68649774,-73.98893395,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,1,269
2,1.0,1.0,10.0,10.0,40.67909958,-73.97414044,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,3,185
7,1.0,1.0,10.0,10.0,40.69298567,-73.96691791,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,9.0,6,9.0,9.0,3,60
3,1.0,1.0,9.0,9.0,40.7197286,-73.96062626,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2,9.0,9.0,4,145
2,1.0,1.0,10.0,10.0,40.82435829,-73.92871772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,2,8.0,9.0,1,45
6,1.0,2.0,10.0,10.0,40.71109243,-73.95656262,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,2,10.0,10.0,1,150
4,1.0,1.0,10.0,10.0,40.6755,-73.97859349,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,10.0,10.0,4,160
2,1.0,1.0,9.0,9.0,40.76749068,-73.95527855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,95
4,1.0,1.0,9.0,9.0,40.70578635,-73.93569519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,2,8.0,9.0,1,49
2,0.5,1.0,10.0,10.0,40.67330114,-73.97942748,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2,10.0,9.0,1,110
2,1.0,0.0,10.0,10.0,40.78834537,-73.96809737,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,6,9.0,9.0,1,200
3,1.0,1.0,9.0,9.0,40.65796918,-73.97946129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,1,8.0,9.0,1,99
2,1.0,1.0,10.0,10.0,40.74035768,-73.88185636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,2,60
3,1.0,0.0,9.0,10.0,40.64799105,-73.97592277,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,2,9.0,10.0,3,68
1,1.0,1.0,10.0,10.0,40.77466736,-73.95044696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2,10.0,10.0,1,75
4,1.0,2.0,9.0,10.0,40.70686781,-73.96807627,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,10.0,10.0,1,250
3,1.0,2.0,10.0,10.0,40.75694879,-73.9360383,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,2,9.0,9.0,1,149
2,1.0,1.0,10.0,10.0,40.70643228,-73.94411282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2,9.0,9.0,2,59
1,1.0,1.0,9.0,10.0,40.70994489,-73.94670295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,10.0,9.0,7,75
5,1.0,1.0,10.0,10.0,40.72923934,-73.98113462,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,9.0,10.0,2,195
2,1.0,1.0,10.0,10.0,40.71990926,-73.9930262,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,9.0,10.0,3,200
2,1.0,1.0,10.0,10.0,40.74461664,-73.99855904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,2,6.0,7.0,1,120
2,1.0,0.0,10.0,10.0,40.68459595,-73.98453668,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,10.0,10.0,1,108
2,1.0,1.0,10.0,10.0,40.77817909,-73.98254392,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,7,169
2,1.0,1.0,10.0,10.0,40.74969875,-74.00458298,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2,9.0,9.0,8,199
2,1.0,0.0,9.0,9.0,40.72274356,-73.98548614,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,1,9.0,8.0,2,120
7,2.0,3.0,10.0,10.0,40.71050401,-73.94670432,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,10.0,3,9.0,9.0,2,300
2,2.0,1.0,6.0,6.0,40.73872693,-73.99769777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1,2.0,4.0,2,100
3,1.0,1.0,9.0,10.0,40.78727083,-73.97246167,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,8.0,9.0,2,205
6,1.0,1.0,10.0,10.0,40.74310012,-73.99135638,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,2,10.0,10.0,1,225
3,1.0,1.0,10.0,10.0,40.77555846,-73.91673036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,9.0,9.0,1,59
4,1.0,1.0,10.0,10.0,40.75059776,-73.94186564,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,1,100
2,1.0,1.0,10.0,10.0,40.69318931,-73.99514371,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,9.0,10.0,2,160
2,1.0,1.0,10.0,10.0,40.71234966,-73.96249721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,100
2,1.0,1.0,10.0,10.0,40.78288182,-73.98114236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,2,130
4,1.0,1.0,10.0,10.0,40.74948778,-73.97536108,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,3,10.0,10.0,2,229
2,1.5,1.0,10.0,9.0,40.7213882,-73.96210079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,2,9.0,10.0,2,100
3,1.0,1.0,9.0,9.0,40.77042449,-73.96145103,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,7.0,9.0,1,240
2,1.0,1.0,10.0,10.0,40.71353469,-73.99168617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2,9.0,9.0,5,110
2,1.0,1.0,10.0,10.0,40.79868648,-73.96250062,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,1,7.0,9.0,7,135
4,1.0,1.0,10.0,10.0,40.7387823,-74.00148056,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,10.0,1,150
2,1.0,1.0,10.0,10.0,40.72013603,-73.99083135,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,100
2,1.0,1.0,10.0,10.0,40.72272438,-73.98930934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,2,125
2,1.0,0.0,10.0,10.0,40.71625814,-73.99104362,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,3,140
1,1.0,1.0,10.0,10.0,40.74193667,-73.99905123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,3,8.0,10.0,1,130
3,1.0,2.0,10.0,10.0,40.71776292,-73.95816509,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,8.0,9.0,1,150
3,1.0,1.0,9.0,9.0,40.77552085,-73.90966295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,8,8.0,9.0,1,50
2,1.0,1.0,10.0,10.0,40.74461957,-73.99745624,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,2,250
2,1.0,1.0,10.0,10.0,40.71888968,-73.9834021,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,10.0,10.0,1,199
2,1.0,1.0,10.0,9.0,40.74880811,-73.97233912,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,8.0,9.0,2,134
2,1.0,0.0,10.0,10.0,40.75145858,-73.99093317,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,4,185
4,1.0,1.0,9.0,9.0,40.74903564,-73.98046196,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,5,9.0,8.0,1,225
2,1.0,1.0,7.0,10.0,40.67828112,-74.00094878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,2,10.0,10.0,1,139
2,1.0,1.0,10.0,10.0,40.69754202,-73.9932097,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,3,100
3,1.0,1.0,9.0,9.0,40.72073523,-73.98210699,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2,9.0,10.0,1,100
2,1.0,0.0,10.0,10.0,40.74472359,-73.919115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,100
2,1.0,1.0,10.0,9.0,40.78180245,-73.91387646,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,10.0,4,76
4,1.0,2.0,10.0,10.0,40.78943838,-73.97517247,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1,9.0,9.0,1,650
2,0.5,1.0,9.0,10.0,40.72534055,-73.98000614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,3,9.0,9.0,1,139
3,1.0,1.0,10.0,10.0,40.75741165,-73.92508513,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,125
1,1.0,1.0,10.0,10.0,40.62716598,-74.01807976,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,1,50
2,1.0,1.0,9.0,9.0,40.72051361,-73.97666572,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1,9.0,9.0,2,125
2,2.0,1.0,10.0,10.0,40.72427567,-73.98135412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1,10.0,8.0,2,90
