id,host_since,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,guests_included,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_listing_count,price
63891,951,10472,40.83189198,-73.87294002,0,1,4,1.5,1,2,0,1,2,365,30,60,90,365,6,1242,2447,100,10,10,10,10,9,10,2,55
3782652,2406,10019,40.76242683,-73.98926382,0,0,3,1,1,1,0,1,2,1125,29,39,67,194,9,2423,2547,90,10,9,10,10,9,9,1,179
3208985,2342,10002,40.72144241,-73.98323863,0,0,2,1,1,1,0,1,1,1125,13,40,40,285,7,2434,2550,90,9,8,10,10,9,9,1,162
849703,896,11231,40.6759349,-73.99436653,0,0,4,1,2,2,0,3,1,90,27,57,87,167,37,1939,2517,95,10,10,10,10,10,9,1,175
1190476,1967,10014,40.73143829,-74.00377879,0,0,2,1,1,1,0,2,3,1125,13,43,73,348,15,2019,2540,96,10,10,10,9,10,9,1,249
3603426,2387,11233,40.68273668,-73.91855829,0,0,2,1,1,1,0,1,5,29,1,1,1,147,3,2406,2412,100,10,10,10,10,9,10,1,100
4650814,839,11206,40.7000856,-73.92915601,0,0,6,1.5,3,3,0,1,3,14,0,0,0,2,0,,,,,,,,,,1,150
4781899,1658,11221,40.69834804,-73.93149741,0,1,2,2,1,1,0,1,1,1125,29,59,89,364,0,,,,,,,,,,4,65
812532,1740,11226,40.64302915,-73.95349335,1,1,2,1.5,1,1,0,1,1,1125,30,60,90,365,1,2280,2280,100,8,10,10,10,6,8,3,85
4388725,2485,11207,40.68842818,-73.90945583,0,1,2,1.5,1,2,0,1,1,26,30,60,90,365,4,2493,2542,80,8,9,9,9,8,8,2,38
1309158,2001,10011,40.73293175,-74.00083729,0,1,2,1,1,1,0,1,1,30,24,54,84,359,33,2007,2511,88,9,8,10,10,10,9,2,129
112435,937,11205,40.69087704,-73.97306863,0,1,2,1,1,1,0,1,2,30,26,56,86,361,81,1258,2538,92,9,10,10,9,10,9,3,90
494823,1604,10025,40.80271299,-73.9588796,0,0,3,1,1,3,0,2,1,15,30,60,90,365,30,1620,2558,84,8,7,9,10,8,9,1,140
1140912,1512,11385,40.69480689,-73.90523387,0,0,2,1,1,1,1,1,3,10,30,60,90,365,5,1969,2446,84,9,10,10,9,8,9,1,75
257725,1190,11222,40.72558927,-73.95027597,0,2,2,1,1,1,1,1,1,8,30,60,90,365,0,,,,,,,,,,1,80
3801501,1771,11221,40.68699454,-73.91919886,2,1,1,2,1,1,0,1,1,1125,30,60,90,365,0,,,,,,,,,,1,65
744873,2281,10022,40.75900824,-73.97059641,0,0,4,1,1,2,0,1,1,90,3,8,37,265,93,1772,2554,86,9,9,9,9,10,9,4,150
4128866,1202,10011,40.73594114,-73.99962113,0,0,3,1,1,1,0,2,1,15,29,59,89,364,3,2478,2505,100,10,8,6,10,10,10,1,300
4718982,2358,10012,40.72564934,-74.00046646,0,0,3,1,0,2,0,1,2,365,30,60,90,365,0,,,,,,,,,,1,180
3605076,2387,11222,40.72281756,-73.94499137,0,0,2,1,1,1,0,2,4,30,2,2,2,247,6,2408,2497,90,9,9,10,10,10,10,1,110
2490780,2246,10022,40.7571317,-73.96961664,0,0,6,1,0,3,0,1,3,365,30,60,90,90,10,2301,2537,89,9,8,9,10,10,9,1,140
408099,1549,10036,40.75873237,-73.99324566,0,0,2,1,1,1,0,1,3,365,0,0,0,1,12,1740,2194,95,10,9,10,10,9,9,1,259
2036950,2095,10040,40.86515801,-73.92823802,0,0,4,1,1,2,0,1,2,365,20,50,80,355,20,2189,2520,84,9,9,8,10,9,9,1,85
3469350,2373,10029,40.79172073,-73.94560709,0,1,3,1,1,1,0,2,1,1125,27,57,87,362,8,2402,2518,83,9,7,10,9,8,9,1,95
4566340,685,11222,40.73455499,-73.95489202,0,0,4,1,2,2,0,4,3,28,15,15,15,41,0,,,,,,,,,,2,215
900691,1848,10036,40.75747813,-73.99101413,0,0,4,1,1,1,0,1,1,30,12,37,66,337,148,1868,2549,88,9,8,10,10,10,9,3,99
4456880,2456,11206,40.69724979,-73.94908395,0,0,10,1,3,5,0,7,1,1125,16,46,76,351,1,2547,2547,100,10,10,10,10,6,10,4,250
1167314,1960,11222,40.72464889,-73.95318889,0,1,2,1,1,1,0,1,5,14,30,60,90,365,2,2114,2452,100,10,10,10,10,10,10,1,110
1901145,2022,10031,40.83037109,-73.94178148,0,1,2,1,1,2,0,1,1,1125,30,60,90,365,0,,,,,,,,,,1,110
4430237,2488,10014,40.73766888,-74.00384098,0,0,3,1,0,1,0,1,5,1125,30,60,90,365,1,2498,2498,,,,,,,,2,150
4653508,1958,11205,40.69492492,-73.97061468,0,0,3,1,1,1,0,1,1,1125,0,0,0,12,1,2554,2554,100,10,10,10,10,10,10,1,170
4129383,2450,11238,40.67979956,-73.9646143,0,0,6,1.5,3,2,0,3,7,14,30,60,90,365,0,,,,,,,,,,1,300
975999,1851,10013,40.71564434,-74.00444775,0,0,5,1,1,1,0,1,2,365,3,11,11,128,5,1916,2436,92,10,9,10,10,10,10,1,195
782554,1520,10014,40.73364435,-74.00538733,0,0,3,1,1,1,0,2,4,30,1,22,22,24,24,1990,2534,95,10,9,10,10,10,9,1,240
4784846,2534,11221,40.69168752,-73.92351284,2,1,1,2.5,1,1,0,1,1,1125,4,4,4,4,0,,,,,,,,,,1,40
3997768,1700,11221,40.69297786,-73.93328222,0,1,1,1.5,1,1,0,1,4,1125,15,45,75,350,6,2450,2547,87,9,9,9,9,6,9,9,49
1704400,1596,11225,40.66658057,-73.95105956,0,0,3,1,1,1,0,1,1,1125,27,57,87,362,9,2098,2497,96,9,9,10,10,8,10,1,110
4129487,2391,11221,40.68705862,-73.93076521,0,1,1,2,1,1,0,1,2,1125,0,27,57,332,3,2456,2522,93,9,10,10,10,9,9,5,70
4784211,2373,10301,40.64099195,-74.08015444,1,1,2,1,1,1,0,1,1,27,1,1,1,1,0,,,,,,,,,,2,65
756801,1760,11205,40.69529236,-73.96585995,2,0,2,1,1,1,0,1,5,90,2,3,3,107,5,2020,2414,96,10,10,10,10,7,10,1,100
3701137,1351,10003,40.73743561,-73.99003208,0,0,3,1,1,1,0,1,2,1125,0,0,0,134,0,,,,,,,,,,1,229
4430645,1290,11216,40.68858141,-73.95224718,0,0,4,2.5,2,2,0,4,7,1125,0,0,0,42,0,,,,,,,,,,1,200
4587995,2064,11238,40.67819025,-73.96854717,0,0,2,1,1,1,0,1,1,1125,0,0,0,145,3,2526,2553,100,10,10,8,10,10,9,1,95
4710810,2143,11237,40.69084912,-73.9052615,0,0,4,1,3,3,0,1,7,30,30,60,90,365,0,,,,,,,,,,1,75
3020778,2210,11237,40.70522082,-73.92220551,2,1,2,1,1,1,0,1,1,1125,0,0,0,210,0,,,,,,,,,,1,150
3342461,2307,10011,40.74031513,-73.99215604,0,0,2,1,1,1,0,1,1,7,29,59,89,364,6,2414,2538,100,10,10,10,10,10,10,1,300
2637029,2274,11385,40.70241393,-73.90700832,0,1,2,1,1,1,0,1,1,30,0,0,0,256,1,2312,2312,,,,,,,,1,65
4387462,2484,10010,40.74081724,-73.98430867,0,0,3,1,0,2,0,1,1,1125,0,3,33,122,0,,,,,,,,,,1,275
1704079,1276,10003,40.73479823,-73.9872857,0,0,2,1,1,1,0,0,4,1125,27,57,87,362,0,,,,,,,,,,1,150
353082,1504,11216,40.68413385,-73.95046115,0,2,1,1,1,1,0,2,1,150,30,60,90,365,2,2467,2506,80,7,7,10,10,9,7,8,29
4742035,2529,10006,40.70861764,-74.01254049,0,0,4,2,2,2,0,1,3,1125,29,59,89,364,0,,,,,,,,,,1,320
3506202,1338,10014,40.73473098,-74.00063815,0,0,2,1,1,1,0,1,1,1125,13,43,73,348,8,2398,2475,92,10,10,10,10,10,9,1,235
3473568,1255,10016,40.74240602,-73.97746836,0,0,2,1,0,1,2,1,2,1125,0,0,0,180,12,2379,2527,92,9,10,10,10,9,10,1,150
1137587,1115,11238,40.67951332,-73.96383312,0,0,4,1,1,2,0,2,2,30,16,38,61,232,32,2009,2537,99,10,10,10,10,10,10,1,149
1507974,2047,10009,40.72991881,-73.98483575,0,0,2,1,1,1,0,1,3,20,28,58,88,363,16,2082,2540,95,10,10,9,10,10,9,1,200
3780715,2397,11216,40.68358008,-73.94838304,1,0,4,1,1,2,0,1,2,30,30,60,90,365,0,,,,,,,,,,1,125
3339946,2036,11249,40.71179586,-73.96456345,0,1,2,1,1,1,0,1,1,1125,0,0,0,156,15,2394,2526,81,7,5,10,10,9,8,1,55
4069692,2433,11225,40.65673651,-73.95730016,0,1,2,1,1,1,0,1,3,60,19,47,77,352,0,,,,,,,,,,1,89
1049084,1920,11213,40.67032361,-73.94763975,0,0,6,2,2,4,0,1,1,1125,28,58,88,363,6,2191,2484,90,9,9,10,9,9,9,1,225
3605201,2009,11237,40.70419949,-73.9238256,0,1,2,1,1,2,0,1,1,1125,11,25,37,302,4,2414,2526,95,10,9,9,9,10,10,1,60
3341239,1553,10035,40.80716901,-73.94274399,0,0,3,1,1,1,0,1,3,1125,1,31,58,329,0,,,,,,,,,,1,125
4719266,2526,10003,40.73193834,-73.98252406,0,1,2,1,1,1,0,1,3,1125,16,16,16,21,0,,,,,,,,,,1,80
2202858,1064,11201,40.6891139,-73.97940866,0,0,3,1,1,1,0,1,1,1125,0,0,0,215,0,,,,,,,,,,1,200
918049,1858,10011,40.73918955,-73.9950943,0,0,2,1,1,1,0,1,7,210,28,58,88,178,12,2035,2510,90,10,10,10,10,10,9,1,210
72142,712,10031,40.82530825,-73.95359781,0,1,2,1.5,1,1,0,1,6,120,29,39,46,321,43,1242,2535,95,9,9,10,10,9,9,1,60
197155,1319,10026,40.76415074,-73.99067364,0,0,4,1,1,2,0,2,1,18,20,38,68,343,44,1360,2539,94,9,9,9,10,10,9,1,149
786685,1779,10031,40.82293581,-73.9499881,0,0,6,1,1,4,0,4,1,1125,27,57,87,362,4,2121,2345,100,10,10,10,10,8,9,1,125
4739267,2446,11216,40.67080874,-73.94673658,0,1,2,1,1,1,0,1,1,1125,19,49,79,354,0,,,,,,,,,,1,109
4060453,2441,11216,40.68667854,-73.95490621,1,1,2,1,1,1,1,1,1,3,1,31,61,336,3,2449,2477,100,10,10,10,10,10,10,1,50
4435766,2491,10014,40.73190838,-74.00679232,0,0,2,1,1,1,0,1,3,1125,0,0,0,41,0,,,,,,,,,,1,300
3715638,2133,10029,40.79507686,-73.94894602,0,1,2,1,1,1,2,1,1,1125,2,2,23,298,15,2413,2535,97,10,8,10,10,9,9,1,72
1206409,1859,10037,40.81951515,-73.93702652,0,0,3,1,1,1,0,1,7,30,0,2,32,300,3,2071,2437,100,10,9,10,10,10,10,1,100
3568596,2022,10032,40.83620478,-73.94033261,0,1,2,1,1,1,0,1,1,1125,30,60,90,365,1,2414,2414,100,10,10,10,10,8,8,2,85
4377410,1606,11237,40.70219901,-73.92000378,0,1,2,1,1,1,0,1,1,1125,30,60,90,365,0,,,,,,,,,,1,60
3230498,2014,10014,40.73578714,-74.00512975,0,0,2,1,1,1,0,1,1,1125,0,0,0,187,0,,,,,,,,,,1,250
3060666,2326,11216,40.67411103,-73.9544554,0,2,2,1,1,1,1,1,1,1125,30,60,90,365,0,,,,,,,,,,1,60
528251,1560,11225,40.65922111,-73.96015095,0,0,4,1,1,3,0,1,1,30,0,0,4,259,10,1689,2078,100,10,10,10,10,9,10,1,110
4572225,2307,10027,40.80746729,-73.96030417,0,0,3,1,1,1,0,2,2,1125,4,4,4,29,4,2517,2555,95,10,10,10,10,10,10,1,135
748457,1512,11221,40.69653841,-73.92946058,0,1,4,1,1,4,0,1,1,18,29,59,89,364,64,1786,2540,90,9,9,9,9,8,9,2,99
2008541,2093,10038,40.71002811,-74.00640826,0,0,4,1,1,1,0,3,2,1125,22,52,82,357,1,2541,2541,100,,,,,,,1,300
2425140,2163,11221,40.68996786,-73.93728624,1,1,2,2,1,2,0,1,3,1125,29,59,89,364,9,2301,2488,84,9,8,9,9,7,9,2,70
4587838,2466,10018,40.75017015,-73.98441637,0,1,1,1,1,1,3,1,1,1125,16,17,45,320,5,2512,2541,76,7,7,9,8,10,7,7,60
2818368,2291,10013,40.71768716,-74.00249732,0,1,2,1,1,1,0,1,1,1125,1,1,5,280,4,2309,2554,90,8,8,8,10,10,9,2,130
4426877,2216,11238,40.68612531,-73.97321268,0,0,3,2,2,2,0,1,1,1125,0,8,8,8,1,2498,2498,80,8,6,2,2,10,8,2,169
125053,1239,10012,40.72532629,-73.99143129,0,0,3,1,2,2,0,1,2,1125,20,36,57,250,12,1349,2522,100,10,9,9,10,10,9,1,345
216015,1343,10012,40.72147492,-73.99374186,0,0,2,0,1,1,0,2,2,300,7,28,47,276,98,1384,2552,95,10,9,10,10,10,9,2,165
2127576,1807,10014,40.73615929,-74.00464177,0,0,2,1,1,1,0,1,2,5,30,44,44,316,1,2307,2307,,,,,,,,1,325
1334655,1781,11217,40.6876063,-73.97377489,0,0,2,1,,1,0,2,2,30,12,42,69,337,30,2050,2534,89,9,9,9,9,10,9,1,100
2209183,1685,10037,40.8114806,-73.93482817,0,0,2,1,1,1,0,1,1,1125,0,24,52,308,0,,,,,,,,,,1,100
2193945,2201,11216,40.68774879,-73.95209537,0,1,2,2,1,1,0,2,2,1125,30,52,82,357,22,2286,2537,95,9,10,10,10,8,9,1,80
4538044,2504,10019,40.76381025,-73.976107,0,1,2,1,1,1,0,1,1,1125,0,0,0,28,1,2509,2509,100,10,10,8,10,10,10,1,70
832947,1800,10031,40.82515179,-73.94485845,0,0,6,1,2,3,0,4,3,30,23,53,83,358,46,1896,2536,88,9,9,10,10,9,9,1,175
1970697,1700,11221,40.6948371,-73.93419617,1,1,2,1,1,2,0,1,3,150,28,58,88,363,3,2431,2512,87,9,9,9,9,8,9,9,58
3304505,1660,10019,40.76648779,-73.98562691,0,0,2,1,1,1,0,2,1,1125,12,40,70,315,29,2413,2555,90,9,9,10,10,10,9,1,167
1860930,2090,10010,40.74074368,-73.9948141,0,1,2,1,1,1,0,1,2,1125,30,60,90,365,0,,,,,,,,,,1,175
3646363,1542,10019,40.76267586,-73.9856544,0,0,3,1,0,1,0,3,1,1125,27,57,82,348,6,2426,2526,67,8,5,9,9,10,8,1,195
3801424,1361,10039,40.825262,-73.93874272,0,1,2,1,1,1,0,1,3,1125,28,58,88,296,3,2424,2543,100,10,8,10,10,8,10,2,64
4695408,2328,10033,40.84419786,-73.93720898,0,1,2,1,1,1,0,1,1,1125,0,0,0,4,0,,,,,,,,,,1,50
4347296,2479,10033,40.84367706,-73.93751495,0,1,2,1,1,1,0,1,1,1125,30,60,90,365,0,,,,,,,,,,1,100
228517,1359,10013,40.7161071,-73.9982796,0,1,2,1,1,1,0,1,4,45,30,60,90,365,29,1434,2499,87,9,8,9,9,9,9,1,110
4204501,2430,10027,40.80713427,-73.9471375,1,0,2,1,1,1,0,1,2,1125,27,57,87,362,7,2489,2539,100,10,10,10,10,9,10,3,165
1967145,1776,10002,40.71436692,-73.99236178,0,2,2,1,1,1,0,0,1,1125,14,32,61,61,76,2168,2548,90,9,9,10,9,9,9,1,79
45509,875,11233,40.68325361,-73.92252005,0,0,6,1,1,3,0,3,3,365,26,56,86,361,92,1010,2500,88,9,9,9,9,7,9,1,125
585260,1257,10025,40.80322888,-73.96538378,0,0,2,1,1,1,0,1,3,14,30,60,90,365,0,,,,,,,,,,3,125
4109246,2032,11237,40.70569457,-73.92268071,0,1,2,1,1,1,0,1,1,200,5,18,42,311,11,2503,2558,91,9,9,10,10,9,10,3,49
2202422,2131,10019,40.76541642,-73.97667792,0,0,2,1,1,1,1,1,7,1125,0,0,0,27,1,2218,2218,100,,,,,,,2,207
752202,1757,11216,40.67968397,-73.94715394,1,1,2,1,1,1,0,1,1,30,24,54,84,359,37,1833,2535,90,9,9,9,9,8,9,1,80
3767257,1413,10039,40.82489671,-73.93802157,0,0,2,1,1,1,0,1,2,30,30,60,90,365,0,,,,,,,,,,1,100
753991,1528,11233,40.68522451,-73.93556688,0,0,4,1,2,3,0,2,3,30,28,58,88,332,66,1764,2529,95,10,9,10,10,9,10,2,105
1163484,1478,10009,40.72745363,-73.98395346,0,0,2,1,1,1,0,2,5,365,17,47,77,352,22,1999,2501,88,9,8,9,8,9,8,2,150
1150963,1746,10003,40.72332057,-73.99489719,0,0,5,1,2,2,0,3,3,1125,27,57,87,362,17,2015,2506,96,10,9,9,10,10,10,1,270
1414545,1772,10040,40.86286554,-73.9288872,0,0,5,1,1,3,0,5,1,1125,28,58,88,363,26,2058,2512,88,9,8,10,10,8,9,1,125
1545924,2057,10026,40.80141556,-73.95413669,0,0,6,1,2,2,0,4,2,29,2,2,2,2,14,2162,2482,97,10,10,10,10,9,9,2,300
3800056,1689,11201,40.69528444,-73.98353337,0,0,2,1,0,1,0,1,4,1125,0,0,0,154,0,,,,,,,,,,1,175
59628,1048,10013,40.71910452,-74.00612344,0,0,4,1,1,2,0,2,5,365,30,60,90,365,43,1220,2506,94,9,9,9,9,9,9,1,280
846190,1677,11225,40.66180384,-73.95438595,0,0,4,1,1,1,0,2,3,365,0,17,47,322,1,2362,2362,97,10,10,10,10,8,10,1,115
60948,867,10027,40.80941925,-73.93935761,0,0,4,1,2,4,0,2,3,365,24,54,84,355,39,1098,2517,90,9,9,10,9,9,9,2,115
1897210,2120,10009,40.72832082,-73.98346036,0,0,5,1,2,2,0,4,1,1125,1,31,61,331,39,2142,2542,86,9,9,9,9,9,9,4,300
1045511,1892,10014,40.73160203,-74.00887637,2,0,4,1,1,2,0,3,3,60,4,15,43,215,15,1948,2457,95,9,9,10,10,10,10,1,220
652918,1601,10005,40.70755688,-74.01011169,0,0,2,1,1,1,0,1,1,1125,30,60,90,365,5,1900,2488,84,9,7,9,9,10,8,1,220
653353,1408,10027,40.80712533,-73.9490287,0,1,2,1.5,1,1,0,1,3,30,0,0,0,124,6,1725,2099,84,9,7,10,8,8,9,6,35
4838523,1899,10003,40.73354201,-73.98253906,1,0,4,1,1,2,0,1,3,1125,4,4,4,4,0,,,,,,,,,,1,155
4194302,988,11238,40.67550591,-73.95728329,0,1,2,1,1,1,0,2,4,1125,15,45,75,350,1,2518,2518,100,10,10,10,10,10,10,2,90
566911,1642,11221,40.68410598,-73.9387537,0,0,3,1,1,1,0,2,7,90,29,59,89,354,22,1652,2537,89,9,9,10,10,9,9,2,80
51778,930,11225,40.65528246,-73.9559227,1,1,2,2,1,1,0,1,7,365,7,7,7,222,16,1018,2457,91,8,7,10,9,8,9,5,40
470611,1427,11221,40.69376845,-73.93295554,0,1,4,1,1,1,0,2,4,60,30,60,90,365,20,1645,2474,83,9,9,9,10,8,9,9,40
4612066,2513,10029,40.79062153,-73.94660487,0,1,2,1,1,1,0,1,1,1125,0,0,0,19,0,,,,,,,,,,1,115
239850,1349,10011,40.73942314,-73.99249829,0,0,6,3,3,3,0,6,2,365,12,32,53,271,11,1450,2039,99,10,10,10,10,10,10,1,600
426008,1562,11237,40.69979376,-73.91410863,0,0,4,1,1,2,0,1,3,40,8,38,68,343,9,1763,2480,98,10,10,10,10,8,9,1,100
2059813,2136,10017,40.75396078,-73.97600809,0,0,4,1,0,2,0,1,1,1125,14,15,15,15,14,2207,2533,85,8,6,7,9,10,8,2,89
3857670,1751,11221,40.69299724,-73.92654515,0,0,5,1,2,3,0,1,1,1125,0,0,0,118,0,,,,,,,,,,2,279
4582880,1689,11238,40.685377,-73.97385074,0,1,1,1,1,1,0,1,10,1125,30,60,90,365,0,,,,,,,,,,1,100
655783,1691,10022,40.75662552,-73.9668066,0,0,2,1.5,1,1,0,2,4,21,29,59,89,364,5,1726,2128,90,10,10,10,10,10,9,1,235
4915953,2552,11233,40.68435953,-73.93237704,0,0,4,1,2,2,0,1,1,1125,30,60,90,365,0,,,,,,,,,,2,200
2032375,1584,10025,40.8043326,-73.96599549,0,0,2,1,1,2,0,1,5,365,14,14,14,213,0,,,,,,,,,,1,99
3146497,2336,10029,40.79402776,-73.94940663,0,1,2,1,1,1,0,1,1,1125,27,57,87,362,8,2371,2533,83,8,9,9,9,9,8,1,85
4129541,2391,11221,40.68626768,-73.93130659,0,1,2,2,1,1,0,1,2,1125,30,60,90,365,6,2477,2539,83,10,10,9,9,8,8,5,60
4872968,1896,10013,40.72279861,-73.99932025,0,1,2,2,1,4,0,1,1,1125,0,0,0,0,0,,,,,,,,,,3,50
4588354,2073,10027,40.80800122,-73.9554057,1,1,2,1,1,1,0,1,1,1125,9,39,69,344,8,2513,2540,100,10,10,10,9,9,10,2,65
4653199,2518,10029,40.79691125,-73.94451467,0,1,2,1,1,1,0,1,7,1125,0,0,0,225,0,,,,,,,,,,1,75
1573724,1415,10032,40.84921359,-73.93428076,0,0,4,1,,2,0,1,4,100,25,55,85,360,18,2082,2528,81,9,8,9,9,7,8,4,119
3954150,2345,10012,40.72179787,-73.99665623,0,0,4,1,1,1,0,2,2,1125,30,60,90,365,1,2500,2500,100,10,10,8,10,10,10,1,169
2098038,2168,11237,40.70750216,-73.91989656,0,1,1,1,1,1,0,1,5,1125,18,48,78,353,0,,,,,,,,,,1,60
263108,1145,11201,40.69015224,-73.98679308,0,0,2,0,1,1,0,1,15,365,0,1,1,155,15,1450,2401,85,9,8,9,10,9,9,1,110
4785149,2534,10003,40.73251329,-73.98835389,0,0,2,2,2,2,0,1,1,7,30,60,90,365,0,,,,,,,,,,1,300
4227252,2354,10003,40.72751746,-73.99024101,0,1,2,1,1,1,0,1,5,1125,0,0,11,282,1,2483,2483,100,10,10,10,10,10,10,1,99
3540109,2197,10010,40.73905194,-73.98387242,0,1,4,1,1,1,0,2,1,1125,27,57,87,362,2,2400,2410,90,9,9,9,9,10,9,1,210
4792934,2525,10009,40.7313474,-73.97547396,0,1,2,1,1,1,0,1,1,1125,14,14,14,14,0,,,,,,,,,,1,140
4037268,400,11217,40.68550662,-73.97626377,1,1,2,1,1,1,0,2,2,1125,0,0,1,276,4,2445,2465,90,7,9,10,10,10,9,8,100
2426057,2240,10026,40.80259998,-73.95676806,0,1,3,1,1,2,0,2,3,120,0,0,5,280,2,2410,2459,60,6,8,6,6,6,6,1,120
1977210,1598,11216,40.67589196,-73.94759588,0,0,2,1,0,1,0,1,3,29,29,59,85,341,0,,,,,,,,,,2,100
513573,1106,11217,40.68710847,-73.97283339,0,0,2,1,1,1,0,1,3,365,1,1,1,26,4,1666,2427,90,9,7,9,9,9,9,1,90
3154544,2074,11225,40.65509921,-73.95837943,0,0,2,1,0,1,1,2,1,1125,29,57,58,333,14,2350,2532,86,9,9,10,10,8,9,1,81
4728604,884,11205,40.69590923,-73.97427932,0,0,3,1,0,1,0,1,5,20,30,58,58,63,0,,,,,,,,,,1,100
2360565,1541,10026,40.80353487,-73.95772819,0,1,2,1,1,2,0,1,2,28,23,53,83,358,26,2285,2515,96,10,10,9,10,9,9,1,89
1974909,1527,11222,40.73411599,-73.95237052,0,0,6,1,2,3,0,4,7,1125,0,0,0,215,0,,,,,,,,,,1,200
853263,1813,10016,40.74254439,-73.97490733,0,0,3,1,1,1,0,1,1,1125,0,0,0,184,7,1859,2439,83,9,7,10,10,9,10,1,160
1836322,2122,10036,40.76065045,-73.99254188,0,0,2,1,1,1,0,2,3,1125,30,60,90,365,3,2452,2499,100,10,10,10,10,10,10,1,220
4523324,2417,10003,40.73297174,-73.98928175,2,1,2,1,1,1,0,2,1,7,30,60,90,365,0,,,,,,,,,,1,300
3309795,2334,11221,40.69743646,-73.92789573,1,1,2,1,1,1,0,1,1,1125,0,0,0,177,0,,,,,,,,,,1,59
3016020,2322,10030,40.82365635,-73.94713213,0,0,2,1,1,1,0,1,2,8,0,0,0,127,0,,,,,,,,,,1,125
4261214,2465,10027,40.80935514,-73.94454471,0,0,2,1,1,1,0,1,2,1125,27,57,87,362,6,2482,2511,100,10,10,10,10,10,10,1,115
4924043,2554,11206,40.69438559,-73.94874537,0,0,4,1,2,2,0,1,1,1125,0,0,0,0,0,,,,,,,,,,1,300
3933552,1798,11206,40.69822568,-73.93509213,1,1,3,2,1,2,0,2,1,1125,5,15,30,291,8,2438,2543,83,8,8,9,9,8,9,7,78
4851057,2534,10012,40.72659839,-74.0010639,0,1,2,1,1,1,0,1,1,1125,28,58,88,363,0,,,,,,,,,,1,139
1914185,2140,11235,40.57748989,-73.95756986,0,0,4,1,1,1,0,1,7,1125,12,12,12,12,4,2198,2513,100,10,10,10,10,10,10,1,100
3933571,1798,11206,40.697406,-73.93522786,1,1,3,2,1,2,0,2,1,1125,14,34,52,327,15,2435,2542,83,9,8,9,8,8,9,7,85
4125327,2242,10014,40.73396282,-74.00743939,0,0,4,1,2,3,0,2,3,1125,7,23,37,99,5,2481,2545,92,10,10,10,10,10,9,3,265
3868058,2416,10010,40.74109993,-73.98186991,0,0,6,2,2,2,0,4,2,5,30,60,90,365,0,,,,,,,,,,1,429
2164135,1433,11216,40.69112332,-73.95203308,0,1,2,1,1,1,0,1,3,90,25,55,56,314,14,2260,2538,97,9,10,10,10,9,10,1,80
4792994,2197,10009,40.72888695,-73.97937325,0,1,2,1,1,1,0,1,1,1125,0,0,0,244,0,,,,,,,,,,2,150
3569570,2383,10004,40.70420913,-74.01536119,0,0,2,1,0,2,0,1,1,7,30,60,84,356,10,2446,2556,96,10,9,10,10,10,10,1,150
1123960,1946,10027,40.80815168,-73.9432476,0,1,2,1,1,1,0,1,1,1125,8,8,30,305,11,2009,2436,82,9,7,9,9,8,9,3,70
3744465,2402,10035,40.80000056,-73.93968494,0,1,6,1,1,2,0,1,1,27,29,59,89,364,14,2437,2536,64,8,6,8,8,6,7,1,44
525814,1604,10010,40.74146076,-73.98958637,0,1,1,1,1,1,0,1,3,7,16,42,67,332,111,1636,2551,98,10,10,10,10,10,10,1,100
2426371,1259,10035,40.80845868,-73.93928723,0,1,2,1,1,1,0,1,1,1125,0,0,0,151,0,,,,,,,,,,2,160
1516272,2050,10012,40.72081991,-73.99722837,0,0,3,1,2,1,0,1,1,1125,29,59,89,364,9,2114,2513,88,10,8,9,9,10,9,1,170
3343957,2206,10017,40.75295178,-73.9704644,0,0,4,1,2,2,0,1,2,1125,1,1,1,174,0,,,,,,,,,,1,350
3678990,2021,10032,40.84685878,-73.94180933,0,1,2,1,1,1,0,1,1,1125,22,43,60,304,30,2429,2548,98,10,10,10,10,9,10,2,69
4916824,1839,11216,40.68399018,-73.95073225,0,0,5,1,2,3,0,4,7,1125,11,15,15,15,0,,,,,,,,,,2,89
3487068,2275,10001,40.74070773,-73.98631807,0,1,3,1,1,1,0,1,1,1125,30,60,90,365,4,2414,2459,80,8,9,9,8,10,7,1,350
1039931,1917,11206,40.70063142,-73.93863313,0,1,2,1.5,1,1,0,1,2,1125,27,57,87,352,25,2136,2540,93,9,10,10,10,8,9,1,79
1902212,2098,11225,40.65871779,-73.95578458,0,1,2,1,1,1,0,1,5,30,0,27,57,332,11,2404,2528,95,9,10,10,10,8,9,2,75
263814,1407,10012,40.72246723,-73.99432274,0,0,2,1,1,2,0,1,2,7,5,15,45,320,23,1441,2532,97,10,9,10,10,10,9,1,165
788106,1672,10011,40.73930627,-74.00110854,0,0,2,1,1,1,0,1,1,1125,30,60,90,365,2,1828,2332,91,9,10,8,9,10,9,1,160
3987056,2431,11216,40.6791325,-73.95498048,0,0,2,1,1,1,0,1,2,5,28,58,88,363,8,2442,2529,93,10,10,10,10,9,9,1,125
4263802,2201,11238,40.68561579,-73.9692961,1,0,4,1,1,1,0,2,1,1125,30,60,90,365,2,2500,2524,100,8,8,9,9,9,9,2,150
